,Name,Property_type,Country,code,latitude,longitude,neighbourhood,Accomadates,Price,guests_included,Extra_people,min_nights,max_nights,Cancellation_policy,amenities,availability_365,bedrooms,beds,room_type,last_review,Reviews_count,review_score,host_listings,host_name,host_id,verified_host
2959,Luxury 2+1 Apartment,Apartment,Turkey,TUR,41.02758,28.97444,Karaköy,6,285.0,1.0,0.0,1,1125,moderate,"['TV', 'Wifi', 'Air conditioning', 'Kitchen', 'Pets allowed', 'Heating', 'Family/kid friendly', 'Dryer', 'Smoke detector', 'Carbon monoxide detector', 'Fire extinguisher', 'Essentials', 'Shampoo', 'Lock on bedroom door', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'Private entrance', 'Hot water']",362,2.0,2.0,Entire home/apt,2019-01-02 05:00:00,9,78.0,23,Arzu,189516806,False
2960,"Bağdat Caddesi sahilde, her yere yakın, çok şık.",Serviced apartment,Turkey,TUR,40.95592,29.08891,Kadıköy,4,749.0,2.0,50.0,5,1124,moderate,"['TV', 'Cable TV', 'Wifi', 'Air conditioning', 'Kitchen', 'Free parking on premises', 'Paid parking off premises', 'Elevator', 'Free street parking', 'Buzzer/wireless intercom', 'Heating', 'Essentials', 'Shampoo', 'Lock on bedroom door', 'Hangers', 'Laptop friendly workspace', 'Private living room', 'Game console', 'Hot water', 'Bed linens', 'Extra pillows and blankets', 'Pocket wifi', 'Coffee maker', 'Refrigerator', 'Dishwasher', 'Dishes and silverware', 'Cooking basics', 'Oven', 'Patio or balcony', 'Long term stays allowed', 'Host greets you']",179,2.0,3.0,Entire home/apt,2018-07-12 04:00:00,1,60.0,2,Berat,178946299,False
2961,Griffintown-Downtown,Condominium,Canada,CA,45.49096,-73.55964,Downtown Montreal,3,85.0,1.0,0.0,1,1125,strict_14_with_grace_period,"['TV', 'Wifi', 'Air conditioning', 'Wheelchair accessible', 'Pool', 'Kitchen', 'Smoking allowed', 'Pets allowed', 'Gym', 'Elevator', 'Free street parking', 'Heating', 'Washer', 'Dryer', 'Smoke detector', 'Carbon monoxide detector', 'First aid kit', 'Fire extinguisher', 'Essentials', 'Shampoo', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'Private living room', 'High chair', 'Hot water', 'Bed linens', 'Extra pillows and blankets', 'Ethernet connection', 'Refrigerator', 'Dishwasher', 'Dishes and silverware', 'Cooking basics', 'Oven', 'Stove', 'Single level home', 'BBQ grill', 'Patio or balcony', 'Luggage dropoff allowed', 'Long term stays allowed', 'Wide hallway clearance', 'Step-free access', 'Wide doorway', 'Flat path to front door', 'Well-lit path to entrance', 'Step-free access', 'Wide doorway', 'Step-free access', 'Wide doorway', 'Wide clearance to shower', 'toilet', 'Step-free access', 'Wide entryway', 'Other', 'Pool with pool hoist', 'Roll-in shower']",0,1.0,1.0,Entire home/apt,2019-02-17 05:00:00,21,90.0,2,Zouggari,189648471,False
2962,At Home in HONOLULU,Apartment,United States of America,USA,21.29037,-157.82755,McCully/Moiliili,4,102.0,1.0,0.0,1,1125,strict_14_with_grace_period,"['TV', 'Wifi', 'Air conditioning', 'Kitchen', 'Free parking on premises', 'Free street parking', 'Washer', 'Dryer', 'Smoke detector', 'Essentials', 'Shampoo', 'Lock on bedroom door', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'Self check-in', 'Lockbox', 'Private living room', 'Private entrance', 'Hot water', 'Bed linens', 'Extra pillows and blankets', 'Luggage dropoff allowed', 'Long term stays allowed']",350,1.0,2.0,Entire home/apt,2019-02-09 05:00:00,24,91.0,28,Claude,41950889,True
2963,"Apartment in Montmartre, Paris",Apartment,Turkey,TUR,41.03203,28.98564,Cihangir,2,295.0,1.0,0.0,7,90,moderate,"['TV', 'Cable TV', 'Internet', 'Wifi', 'Kitchen', 'Heating']",358,1.0,1.0,Entire home/apt,2012-01-06 05:00:00,1,100.0,1,Bahar,1318632,False
2965,Vibrant & Trendy Condo in Plateau l Terrasse,Condominium,Canada,CA,45.52347,-73.5848,Le Plateau-Mont-Royal,4,110.0,1.0,0.0,1,1125,strict_14_with_grace_period,"['TV', 'Wifi', 'Air conditioning', 'Kitchen', 'Paid parking off premises', 'Heating', 'Family/kid friendly', 'Washer', 'Dryer', 'Smoke detector', 'Carbon monoxide detector', 'First aid kit', 'Safety card', 'Fire extinguisher', 'Essentials', 'Shampoo', 'Lock on bedroom door', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'Self check-in', 'Keypad', 'Hot water', 'Long term stays allowed']",119,1.0,3.0,Entire home/apt,2019-02-22 05:00:00,41,99.0,18,Rachel & Hamza,156562805,False
2966,"4 bdrm, 2 bath, 2 living room, kitchen",House,United States of America,USA,21.2946,-157.79939,Oʻahu,12,79.0,1.0,0.0,1,30,flexible,"['TV', 'Internet', 'Wifi', 'Air conditioning', 'Kitchen', 'Free parking on premises', 'Free street parking', 'Family/kid friendly', 'Washer', 'Dryer', 'Smoke detector', 'First aid kit', 'Fire extinguisher', 'Essentials', 'Shampoo', 'Lock on bedroom door', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'Self check-in', 'Lockbox', 'Private entrance', 'Hot water']",154,4.0,8.0,Entire home/apt,2019-02-24 05:00:00,4,100.0,4,Bingning,179470703,False
2967,Double room only for pet lovers!,Apartment,Spain,ESP,41.38634,2.1746,El Gòtic,2,65.0,1.0,0.0,2,1125,strict_14_with_grace_period,"['TV', 'Cable TV', 'Wifi', 'Air conditioning', 'Kitchen', 'Paid parking off premises', 'Smoking allowed', 'Pets allowed', 'Heating', 'Washer', 'First aid kit', 'Safety card', 'Essentials', 'Shampoo', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'Private living room', 'Room-darkening shades', 'Game console', 'Hot water', 'Bed linens', 'Extra pillows and blankets', 'Ethernet connection', 'Pocket wifi', 'Microwave', 'Coffee maker', 'Refrigerator', 'Dishwasher', 'Dishes and silverware', 'Cooking basics', 'Oven', 'Stove', 'Patio or balcony', 'Luggage dropoff allowed', 'Long term stays allowed', 'Wide hallway clearance', 'Well-lit path to entrance', 'Step-free access', 'Wide clearance to bed', 'Accessible-height bed', 'Step-free access', 'Bathtub with bath chair', 'Accessible-height toilet', 'Step-free access', 'Wide entryway', 'Host greets you', 'Waterfront', 'Handheld shower head']",285,1.0,1.0,Private room,2018-07-13 04:00:00,2,100.0,2,Stephanie,189049361,False
2968,Quinta Adágio,House,Portugal,PRT,40.80005,-8.33777,,8,99.0,1.0,0.0,3,1125,flexible,"['TV', 'Cable TV', 'Pool', 'Kitchen', 'Free parking on premises', 'Indoor fireplace', 'Heating', 'Family/kid friendly', 'Washer', 'Smoke detector', 'First aid kit', 'Essentials', 'Lock on bedroom door', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'Private entrance', 'Hot water', 'Bed linens', 'Host greets you']",239,3.0,6.0,Entire home/apt,2019-01-01 05:00:00,9,100.0,1,Cipriano,189536798,False
2969,Habitación espaciosa y elegante con AC y baño,Apartment,Spain,ESP,41.39273,2.1454,L'Antiga Esquerra de l'Eixample,2,80.0,1.0,0.0,2,1125,moderate,"['TV', 'Wifi', 'Air conditioning', 'Kitchen', 'Smoking allowed', 'Pets allowed', 'Breakfast', 'Elevator', 'Free street parking', 'Indoor fireplace', 'Heating', 'Family/kid friendly', 'Suitable for events', 'Washer', 'Dryer', 'Smoke detector', 'First aid kit', 'Safety card', 'Fire extinguisher', 'Essentials', 'Shampoo', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'Self check-in', 'Building staff', 'Private living room', 'Private entrance', 'Hot water', 'Bed linens', 'Extra pillows and blankets', 'Microwave', 'Coffee maker', 'Refrigerator', 'Dishes and silverware', 'Cooking basics', 'Oven', 'Stove', 'Beach essentials', 'Luggage dropoff allowed', 'Long term stays allowed', 'Wide hallway clearance', 'Step-free access', 'Wide doorway', 'Flat path to front door', 'Well-lit path to entrance', 'Step-free access', 'Wide doorway', 'Wide clearance to bed', 'Step-free access', 'Step-free access', 'Wide entryway', 'Paid parking on premises']",49,1.0,1.0,Private room,2019-02-28 05:00:00,11,100.0,2,Helena,189860417,False
2970,"(香港佐敦)糖果音樂主題三人房 ~ 地理交通優先選(步行2分鐘到地鐵站, 6分鐘到尖沙咀)",Hostel,Hong Kong,CHN,22.30545,114.17131,Yau Tsim Mong,3,597.0,3.0,250.0,1,1125,super_strict_60,"['TV', 'Wifi', 'Air conditioning', 'Elevator', 'Safety card', 'Fire extinguisher', 'Essentials', 'Shampoo', 'Hair dryer', 'Laptop friendly workspace']",362,1.0,2.0,Private room,2019-02-12 05:00:00,8,90.0,8,Yannes,189829763,False
2971,OPORTO GUEST Downtown 2,Apartment,Portugal,PRT,41.15167,-8.61376,,2,55.0,2.0,0.0,2,1125,moderate,"['TV', 'Wifi', 'Kitchen', 'Paid parking off premises', 'Elevator', 'Heating', 'Family/kid friendly', 'First aid kit', 'Safety card', 'Fire extinguisher', 'Essentials', 'Shampoo', 'Lock on bedroom door', 'Hangers', 'Hair dryer', 'Iron', 'Hot water', 'Long term stays allowed', 'Host greets you']",340,0.0,1.0,Entire home/apt,2018-06-28 04:00:00,6,100.0,34,Oporto Guest,49819978,False
2974,You'll remember the hospitality forever :),Serviced apartment,Turkey,TUR,41.04217,28.98313,Taksim,2,148.0,2.0,0.0,1,30,flexible,"['TV', 'Wifi', 'Air conditioning', 'Kitchen', 'Smoking allowed', 'Pets allowed', 'Heating', 'Suitable for events', 'Dryer', 'Essentials', 'Shampoo', 'Lock on bedroom door', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'Private living room']",180,2.0,1.0,Private room,2018-07-05 04:00:00,2,100.0,1,Ufuk,189958383,False
2976,CAUSEWAY BAY 2MIN FROM SUBWAY STUDIO,Apartment,Hong Kong,CHN,22.27839,114.1842,Wan Chai District,2,298.0,1.0,0.0,4,35,strict_14_with_grace_period,"['Wifi', 'Air conditioning', 'Kitchen', 'Smoking allowed', 'Elevator', 'Indoor fireplace', 'Heating', 'Washer', 'Essentials', 'Shampoo', 'Hangers', 'Laptop friendly workspace', 'Private entrance']",0,1.0,1.0,Entire home/apt,2018-06-19 04:00:00,2,100.0,1,Thomas,190737686,False
2977,Central Cosy One Bedroom Apartment,Apartment,Portugal,PRT,41.15038,-8.61564,,3,50.0,1.0,0.0,1,1125,flexible,"['TV', 'Wifi', 'Elevator', 'Family/kid friendly', 'Washer', 'Fire extinguisher', 'Essentials', 'Shampoo', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'Hot water', 'Long term stays allowed', 'Other', 'Paid parking on premises']",316,1.0,1.0,Entire home/apt,2018-12-16 05:00:00,1,100.0,12,Ricardo,8272913,False
2979,"Beautiful, spacious loft in Clinton Hill",Loft,United States of America,USA,40.69284,-73.96065,Clinton Hill,2,130.0,2.0,20.0,3,1125,moderate,"['Wifi', 'Kitchen', 'Elevator', 'Free street parking', 'Heating', 'Family/kid friendly', 'Washer', 'Dryer', 'Smoke detector', 'Carbon monoxide detector', 'Fire extinguisher', 'Essentials', 'Hangers', 'Hair dryer', 'Iron', 'Self check-in', 'Lockbox', 'Hot water', 'Coffee maker', 'Refrigerator', 'Dishes and silverware', 'Cooking basics', 'Oven', 'Stove', 'Single level home', 'Step-free access', 'Well-lit path to entrance', 'Step-free access', 'Wide clearance to bed', 'Step-free access']",0,1.0,1.0,Entire home/apt,2018-12-25 05:00:00,4,100.0,1,Sabrina,8250822,False
2980,Apartamento ótimo em Ipanema - Um achado ; ),Apartment,Brazil,BRA,-22.985192888934353,-43.19369643242798,Ipanema,5,351.0,1.0,0.0,5,1125,flexible,"['TV', 'Wifi', 'Air conditioning', 'Kitchen', 'Smoking allowed', 'Elevator', 'Family/kid friendly', 'Washer', 'Dryer', 'Essentials', 'Lock on bedroom door', 'Hair dryer', 'Iron', 'Laptop friendly workspace']",2,2.0,2.0,Entire home/apt,2019-01-03 05:00:00,2,100.0,1,Tomás,190284645,False
2981,福田口岸/会展中心/商旅/高端现代化两室一厅公寓,Apartment,China,CHN,22.51084,114.06117,,4,526.0,1.0,0.0,1,1125,flexible,"['TV', 'Wifi', 'Air conditioning', 'Free parking on premises', 'Elevator', 'Heating', 'Family/kid friendly', 'Suitable for events', 'Smoke detector', 'Carbon monoxide detector', 'Essentials', 'Shampoo', 'Hangers', 'Hair dryer', 'Laptop friendly workspace', 'Host greets you']",0,2.0,2.0,Entire home/apt,2018-07-01 04:00:00,3,87.0,5,家仪(Kay),183077534,False
2982,【城遇】樱空 日式loft公寓 近罗湖口岸国贸金光华万象城东门 双地铁口 好住好逛又好吃,Loft,China,CHN,22.53663,114.12644,,2,369.0,1.0,0.0,1,1125,moderate,"['TV', 'Wifi', 'Air conditioning', 'Kitchen', 'Paid parking off premises', 'Elevator', 'Washer', 'Essentials', 'Shampoo', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'Self check-in', 'Lockbox', 'Hot water', 'Bed linens', 'Extra pillows and blankets', 'Ethernet connection', 'Long term stays allowed', 'Paid parking on premises']",358,1.0,1.0,Entire home/apt,2019-03-06 05:00:00,52,95.0,4,馨,190769137,False
2984,Double room + Private Bathroom / Sagrada Familia,Apartment,Spain,ESP,41.41355,2.18758,El Clot,2,40.0,1.0,0.0,1,1,flexible,"['Wifi', 'Smoking allowed', 'Elevator', 'Heating', 'First aid kit', 'Fire extinguisher', 'Essentials', 'Shampoo', 'Hangers', 'Hair dryer', 'Iron', 'Host greets you']",59,1.0,1.0,Private room,2019-02-14 05:00:00,41,95.0,1,Francisco F,190263642,False
2985,Pristine 1BR in Quartier des Spectacles by Sonder,Apartment,Canada,CA,45.51014,-73.56084,Quartier des Spectacles,2,91.0,2.0,7.0,2,1125,strict_14_with_grace_period,"['TV', 'Wifi', 'Air conditioning', 'Kitchen', 'Elevator', 'Free street parking', 'Heating', 'Washer', 'Dryer', 'Smoke detector', 'Fire extinguisher', 'Essentials', 'Shampoo', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'Self check-in', 'Keypad', 'Private living room', 'Hot water', 'Bed linens', 'Microwave', 'Coffee maker', 'Refrigerator', 'Dishwasher', 'Dishes and silverware', 'Cooking basics', 'Oven', 'Stove', 'Long term stays allowed']",240,1.0,1.0,Entire home/apt,2019-01-20 05:00:00,7,97.0,1198,Sonder,12243051,False
2986,"(Mong Kok)  New !!! Warm, comfortable, 2 min MTR",Apartment,Hong Kong,CHN,22.31666,114.17024,Yau Tsim Mong,9,1178.0,7.0,200.0,1,999,strict_14_with_grace_period,"['TV', 'Wifi', 'Air conditioning', 'Wheelchair accessible', 'Doorman', 'Elevator', 'Heating', 'Washer', 'Safety card', 'Fire extinguisher', 'Essentials', 'Lock on bedroom door', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'Self check-in', 'Lockbox', 'Private living room', 'Private entrance', 'Room-darkening shades', 'Hot water', 'Bed linens', 'Extra pillows and blankets', 'Ethernet connection', 'Microwave', 'Long term stays allowed', 'Wide hallway clearance', 'Step-free access', 'Wide doorway', 'Flat path to front door', 'Well-lit path to entrance', 'Step-free access', 'Wide doorway', 'Wide clearance to bed', 'Accessible-height bed', 'Step-free access', 'Step-free access', 'Wide entryway', 'Handheld shower head']",274,2.0,5.0,Entire home/apt,2018-11-15 05:00:00,11,82.0,21,Kely,123529877,True
2987,"Terrace, sea view at Diagonal Mar!",Apartment,Spain,ESP,41.40968,2.21416,Sant Martí,8,190.0,6.0,35.0,1,365,flexible,"['TV', 'Internet', 'Wifi', 'Air conditioning', 'Pool', 'Kitchen', 'Free parking on premises', 'Pets allowed', 'Gym', 'Elevator', 'Buzzer/wireless intercom', 'Heating', 'Washer', 'Dryer', 'Shampoo', 'Hair dryer', 'Iron', 'Private living room', 'Bathtub', 'High chair', 'Microwave', 'Coffee maker', 'Refrigerator', 'Dishwasher', 'Dishes and silverware', 'Oven', 'Stove', 'Patio or balcony', 'Host greets you', 'Waterfront']",257,4.0,6.0,Entire home/apt,2018-07-24 04:00:00,1,100.0,22,Akira,971768,True
2988,Marvel Suites in Taksim square,Aparthotel,Turkey,TUR,41.03957,28.97966,Taksim,2,142.0,1.0,0.0,1,30,moderate,"['TV', 'Wifi', 'Air conditioning', 'Elevator', 'Heating', 'Washer', 'Dryer', 'Smoke detector', 'Fire extinguisher', 'Essentials', 'Shampoo', 'Lock on bedroom door', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'Private entrance', 'Hot water', 'Bed linens', 'Extra pillows and blankets', 'Other']",180,1.0,1.0,Private room,2019-01-22 05:00:00,8,98.0,1,Ömer,190760576,False
2989,Sunlight in Ahuntsic - Le Durham,Apartment,Canada,CA,45.55895,-73.66881,Ahuntsic-Cartierville,4,150.0,1.0,0.0,3,90,moderate,"['TV', 'Wifi', 'Kitchen', 'Free parking on premises', 'Heating', 'Washer', 'Dryer', 'Smoke detector', 'Carbon monoxide detector', 'Fire extinguisher', 'Essentials', 'Shampoo', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'Self check-in', 'Lockbox', 'Private entrance', 'Bed linens', 'Extra pillows and blankets']",336,2.0,2.0,Entire home/apt,2019-03-07 05:00:00,9,96.0,1,Jc,53348598,False
2990,"Terrace- park view, great location, quiet street.",Townhouse,Australia,AUS,-33.9118,151.17826,St Peters,4,112.0,1.0,0.0,4,1125,strict_14_with_grace_period,"['TV', 'Wifi', 'Air conditioning', 'Kitchen', 'Free parking on premises', 'Heating', 'Washer', 'Smoke detector', 'Essentials', 'Shampoo', 'Hangers', 'Iron', 'Laptop friendly workspace', 'Private living room', 'Hot water', 'Refrigerator', 'Dishes and silverware', 'Cooking basics', 'Oven', 'Stove', 'BBQ grill', 'Patio or balcony', 'Garden or backyard', 'Long term stays allowed', 'Host greets you']",0,2.0,2.0,Entire home/apt,2018-09-12 04:00:00,6,97.0,1,Arianne,15915270,True
2991,The Porto Concierge - Camellia House,Apartment,Portugal,PRT,41.16037,-8.5978,,11,65.0,4.0,10.0,2,1125,moderate,"['TV', 'Wifi', 'Air conditioning', 'Kitchen', 'Indoor fireplace', 'Heating', 'Family/kid friendly', 'First aid kit', 'Fire extinguisher', 'Essentials', 'Shampoo', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace']",266,5.0,1.0,Entire home/apt,2019-02-03 05:00:00,35,93.0,1,Rui,190411862,False
2993,"Westmont square, Good cousin's around the area.",Loft,Canada,CA,45.48857,-73.58559,Westmount,3,110.0,2.0,100.0,4,1125,strict_14_with_grace_period,"['TV', 'Wifi', 'Air conditioning', 'Pool', 'Kitchen', 'Gym', 'Elevator', 'Heating', 'Washer', 'Dryer', 'Smoke detector', 'Essentials', 'Shampoo', 'Hangers', 'Iron', 'Host greets you']",180,0.0,1.0,Entire home/apt,2018-07-09 04:00:00,2,80.0,1,Sajjad,15792150,True
2994,"Experience like local: perfect location, warm flat",Apartment,Turkey,TUR,41.02706,29.0379,Üsküdar,2,53.0,1.0,29.0,1,300,flexible,"['TV', 'Wifi', 'Air conditioning', 'Kitchen', 'Smoking allowed', 'Pets allowed', 'Heating', 'Washer', 'Essentials', 'Shampoo', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'Private living room', 'Hot water', 'Bed linens', 'Extra pillows and blankets', 'Microwave', 'Coffee maker', 'Refrigerator', 'Dishwasher', 'Cooking basics', 'Patio or balcony', 'Luggage dropoff allowed', 'Other']",0,2.0,3.0,Private room,2019-01-02 05:00:00,2,100.0,1,Fatih,59417924,False
2995,Bohemian Suite,Guest suite,Canada,CA,45.45358,-73.76779,Dorval,1,40.0,1.0,0.0,1,1125,moderate,"['Wifi', 'Air conditioning', 'Kitchen', 'Free parking on premises', 'Pets allowed', 'Breakfast', 'Free street parking', 'Heating', 'Smoke detector', 'First aid kit', 'Essentials', 'Shampoo', 'Hangers', 'Laptop friendly workspace', 'Private entrance', 'Bed linens', 'Extra pillows and blankets', 'Luggage dropoff allowed', 'Cleaning before checkout', 'Disabled parking spot', 'Accessible-height bed', 'Host greets you']",313,1.0,1.0,Private room,2018-10-07 04:00:00,11,100.0,3,Rachelle,11490944,False
2996,2- AMAZING FLAT IN RIO DE JANEIRO 201/301,Serviced apartment,Brazil,BRA,-22.91883814648638,-43.179866419091326,Santa Teresa,4,160.0,2.0,30.0,1,1125,strict_14_with_grace_period,"['TV', 'Cable TV', 'Internet', 'Wifi', 'Air conditioning', 'Kitchen', 'Free street parking', 'Buzzer/wireless intercom', 'Family/kid friendly', 'Washer', 'Fire extinguisher', 'Essentials', 'Shampoo', '24-hour check-in', 'Hangers', 'Hair dryer', 'Iron', 'Baby bath', 'Crib', 'Pack ’n Play/travel crib', 'Hot water', 'Bed linens', 'Extra pillows and blankets', 'Microwave', 'Coffee maker', 'Refrigerator', 'Dishes and silverware', 'Cooking basics', 'Oven', 'Stove', 'Patio or balcony', 'Luggage dropoff allowed', 'Long term stays allowed', 'Host greets you']",330,0.0,2.0,Entire home/apt,2019-02-04 05:00:00,75,93.0,16,Frederico & Marcela,10796926,True
2997,Habitación doble en pleno barrio gótico,Casa particular (Cuba),Spain,ESP,41.379,2.17579,Ciutat Vella,2,53.0,1.0,0.0,1,1125,strict_14_with_grace_period,"['Wifi', 'Smoking allowed', 'Buzzer/wireless intercom', 'Essentials', 'Lock on bedroom door', 'Hangers', 'Iron']",291,1.0,1.0,Private room,2018-08-29 04:00:00,6,90.0,2,Daniela Carina,71421643,False
2998,Penthouse suite at the heart of Nisantaşı,Apartment,Turkey,TUR,41.05426,28.98958,Şişli,3,612.0,1.0,0.0,1,1125,strict_14_with_grace_period,"['TV', 'Wifi', 'Air conditioning', 'Kitchen', 'Paid parking off premises', 'Smoking allowed', 'Pets allowed', 'Elevator', 'Heating', 'Suitable for events', 'Washer', 'Smoke detector', 'First aid kit', 'Fire extinguisher', 'Essentials', 'Shampoo', 'Hangers', 'Hair dryer', 'Iron', 'Private entrance', 'Luggage dropoff allowed', 'Long term stays allowed', 'Other']",365,1.0,2.0,Entire home/apt,2018-09-16 04:00:00,1,100.0,5,Alkim,2517230,True
